instant,dteday,season,yr,holiday,weekday,workingday,weathersit,casual,registered,cnt,time
11974,2012-05-19,summer,2012,not holiday,6,weekday,good,13,56,69,night
11975,2012-05-19,summer,2012,not holiday,6,weekday,good,10,23,33,night
11976,2012-05-19,summer,2012,not holiday,6,weekday,good,6,8,14,night
11977,2012-05-19,summer,2012,not holiday,6,weekday,good,1,11,12,Morning
11978,2012-05-19,summer,2012,not holiday,6,weekday,good,12,38,50,Morning
11979,2012-05-19,summer,2012,not holiday,6,weekday,good,28,67,95,Morning
11980,2012-05-19,summer,2012,not holiday,6,weekday,good,33,162,195,Morning
11981,2012-05-19,summer,2012,not holiday,6,weekday,good,79,213,292,Morning
11982,2012-05-19,summer,2012,not holiday,6,weekday,good,177,275,452,Morning
11983,2012-05-19,summer,2012,not holiday,6,weekday,good,235,351,586,Morning
11984,2012-05-19,summer,2012,not holiday,6,weekday,good,276,366,642,Afternoon
11985,2012-05-19,summer,2012,not holiday,6,weekday,good,332,372,704,Afternoon
11986,2012-05-19,summer,2012,not holiday,6,weekday,good,361,369,730,Afternoon
11987,2012-05-19,summer,2012,not holiday,6,weekday,good,356,316,672,Afternoon
11988,2012-05-19,summer,2012,not holiday,6,weekday,good,331,311,642,Afternoon
11989,2012-05-19,summer,2012,not holiday,6,weekday,good,279,347,626,Evening
11990,2012-05-19,summer,2012,not holiday,6,weekday,good,254,391,645,Evening
11991,2012-05-19,summer,2012,not holiday,6,weekday,good,203,229,432,Evening
11992,2012-05-19,summer,2012,not holiday,6,weekday,good,118,197,315,Evening
11993,2012-05-19,summer,2012,not holiday,6,weekday,good,81,178,259,night
11994,2012-05-19,summer,2012,not holiday,6,weekday,good,104,234,338,night
11995,2012-05-19,summer,2012,not holiday,6,weekday,good,71,168,239,night
11996,2012-05-20,summer,2012,not holiday,0,weekday,good,42,128,170,night
11997,2012-05-20,summer,2012,not holiday,0,weekday,good,28,102,130,night
11998,2012-05-20,summer,2012,not holiday,0,weekday,good,36,62,98,night
11999,2012-05-20,summer,2012,not holiday,0,weekday,good,26,40,66,night
12000,2012-05-20,summer,2012,not holiday,0,weekday,good,2,14,16,night
12001,2012-05-20,summer,2012,not holiday,0,weekday,good,1,7,8,Morning
12002,2012-05-20,summer,2012,not holiday,0,weekday,good,4,21,25,Morning
12003,2012-05-20,summer,2012,not holiday,0,weekday,good,35,55,90,Morning
12004,2012-05-20,summer,2012,not holiday,0,weekday,good,51,120,171,Morning
12005,2012-05-20,summer,2012,not holiday,0,weekday,good,129,184,313,Morning
12006,2012-05-20,summer,2012,not holiday,0,weekday,good,174,258,432,Morning
12007,2012-05-20,summer,2012,not holiday,0,weekday,good,258,323,581,Morning
12008,2012-05-20,summer,2012,not holiday,0,weekday,good,247,390,637,Afternoon
12009,2012-05-20,summer,2012,not holiday,0,weekday,good,244,363,607,Afternoon
12010,2012-05-20,summer,2012,not holiday,0,weekday,good,236,307,543,Afternoon
12011,2012-05-20,summer,2012,not holiday,0,weekday,moderate,246,256,502,Afternoon
12012,2012-05-20,summer,2012,not holiday,0,weekday,good,238,339,577,Afternoon
12013,2012-05-20,summer,2012,not holiday,0,weekday,good,209,340,549,Evening
12014,2012-05-20,summer,2012,not holiday,0,weekday,good,146,328,474,Evening
12015,2012-05-20,summer,2012,not holiday,0,weekday,good,142,260,402,Evening
12016,2012-05-20,summer,2012,not holiday,0,weekday,good,83,191,274,Evening
12017,2012-05-20,summer,2012,not holiday,0,weekday,good,51,182,233,night
12018,2012-05-20,summer,2012,not holiday,0,weekday,good,44,101,145,night
12019,2012-05-20,summer,2012,not holiday,0,weekday,bad,32,54,86,night
12020,2012-05-21,summer,2012,not holiday,1,weekend,bad,12,28,40,night
12021,2012-05-21,summer,2012,not holiday,1,weekend,bad,4,11,15,night
12022,2012-05-21,summer,2012,not holiday,1,weekend,bad,2,9,11,night
12023,2012-05-21,summer,2012,not holiday,1,weekend,moderate,0,2,2,night
12024,2012-05-21,summer,2012,not holiday,1,weekend,bad,2,5,7,night
12025,2012-05-21,summer,2012,not holiday,1,weekend,bad,1,14,15,Morning
12026,2012-05-21,summer,2012,not holiday,1,weekend,bad,3,76,79,Morning
12027,2012-05-21,summer,2012,not holiday,1,weekend,bad,7,146,153,Morning
12028,2012-05-21,summer,2012,not holiday,1,weekend,bad,12,258,270,Morning
12029,2012-05-21,summer,2012,not holiday,1,weekend,bad,14,172,186,Morning
12030,2012-05-21,summer,2012,not holiday,1,weekend,bad,28,71,99,Morning
12031,2012-05-21,summer,2012,not holiday,1,weekend,moderate,24,82,106,Morning
12032,2012-05-21,summer,2012,not holiday,1,weekend,moderate,46,124,170,Afternoon
12033,2012-05-21,summer,2012,not holiday,1,weekend,bad,49,135,184,Afternoon
12034,2012-05-21,summer,2012,not holiday,1,weekend,bad,45,135,180,Afternoon
12035,2012-05-21,summer,2012,not holiday,1,weekend,moderate,67,158,225,Afternoon
12036,2012-05-21,summer,2012,not holiday,1,weekend,moderate,46,269,315,Afternoon
12037,2012-05-21,summer,2012,not holiday,1,weekend,moderate,40,468,508,Evening
12038,2012-05-21,summer,2012,not holiday,1,weekend,good,52,478,530,Evening
12039,2012-05-21,summer,2012,not holiday,1,weekend,good,57,391,448,Evening
12040,2012-05-21,summer,2012,not holiday,1,weekend,good,44,292,336,Evening
12041,2012-05-21,summer,2012,not holiday,1,weekend,good,31,210,241,night
12042,2012-05-21,summer,2012,not holiday,1,weekend,moderate,26,116,142,night
12043,2012-05-21,summer,2012,not holiday,1,weekend,good,18,79,97,night
12044,2012-05-22,summer,2012,not holiday,2,weekend,good,10,26,36,night
12045,2012-05-22,summer,2012,not holiday,2,weekend,moderate,11,16,27,night
12046,2012-05-22,summer,2012,not holiday,2,weekend,moderate,1,10,11,night
12047,2012-05-22,summer,2012,not holiday,2,weekend,moderate,0,5,5,night
12048,2012-05-22,summer,2012,not holiday,2,weekend,moderate,0,7,7,night
12049,2012-05-22,summer,2012,not holiday,2,weekend,bad,0,17,17,Morning
12050,2012-05-22,summer,2012,not holiday,2,weekend,bad,8,129,137,Morning
12051,2012-05-22,summer,2012,not holiday,2,weekend,bad,9,315,324,Morning
12052,2012-05-22,summer,2012,not holiday,2,weekend,moderate,20,570,590,Morning
12053,2012-05-22,summer,2012,not holiday,2,weekend,moderate,46,287,333,Morning
12054,2012-05-22,summer,2012,not holiday,2,weekend,moderate,52,148,200,Morning
12055,2012-05-22,summer,2012,not holiday,2,weekend,moderate,39,150,189,Morning
12056,2012-05-22,summer,2012,not holiday,2,weekend,moderate,76,178,254,Afternoon
12057,2012-05-22,summer,2012,not holiday,2,weekend,moderate,48,195,243,Afternoon
12058,2012-05-22,summer,2012,not holiday,2,weekend,moderate,73,149,222,Afternoon
12059,2012-05-22,summer,2012,not holiday,2,weekend,good,54,191,245,Afternoon
12060,2012-05-22,summer,2012,not holiday,2,weekend,good,70,316,386,Afternoon
12061,2012-05-22,summer,2012,not holiday,2,weekend,good,69,716,785,Evening
12062,2012-05-22,summer,2012,not holiday,2,weekend,good,76,709,785,Evening
12063,2012-05-22,summer,2012,not holiday,2,weekend,good,44,320,364,Evening
12064,2012-05-22,summer,2012,not holiday,2,weekend,good,54,319,373,Evening
12065,2012-05-22,summer,2012,not holiday,2,weekend,good,28,233,261,night
12066,2012-05-22,summer,2012,not holiday,2,weekend,good,17,157,174,night
12067,2012-05-22,summer,2012,not holiday,2,weekend,good,14,91,105,night
12068,2012-05-23,summer,2012,not holiday,3,weekend,good,19,28,47,night
12069,2012-05-23,summer,2012,not holiday,3,weekend,good,23,9,32,night
12070,2012-05-23,summer,2012,not holiday,3,weekend,moderate,2,10,12,night
12071,2012-05-23,summer,2012,not holiday,3,weekend,good,0,5,5,night
12072,2012-05-23,summer,2012,not holiday,3,weekend,bad,0,3,3,night
12073,2012-05-23,summer,2012,not holiday,3,weekend,bad,6,29,35,Morning
12074,2012-05-23,summer,2012,not holiday,3,weekend,good,6,154,160,Morning
12075,2012-05-23,summer,2012,not holiday,3,weekend,good,16,452,468,Morning
12076,2012-05-23,summer,2012,not holiday,3,weekend,good,38,681,719,Morning
12077,2012-05-23,summer,2012,not holiday,3,weekend,moderate,39,258,297,Morning
12078,2012-05-23,summer,2012,not holiday,3,weekend,good,52,139,191,Morning
12079,2012-05-23,summer,2012,not holiday,3,weekend,good,46,151,197,Morning
12080,2012-05-23,summer,2012,not holiday,3,weekend,moderate,42,206,248,Afternoon
12081,2012-05-23,summer,2012,not holiday,3,weekend,moderate,69,201,270,Afternoon
12082,2012-05-23,summer,2012,not holiday,3,weekend,good,67,181,248,Afternoon
12083,2012-05-23,summer,2012,not holiday,3,weekend,moderate,65,192,257,Afternoon
12084,2012-05-23,summer,2012,not holiday,3,weekend,bad,62,216,278,Afternoon
12085,2012-05-23,summer,2012,not holiday,3,weekend,bad,45,240,285,Evening
12086,2012-05-23,summer,2012,not holiday,3,weekend,bad,31,296,327,Evening
12087,2012-05-23,summer,2012,not holiday,3,weekend,moderate,40,336,376,Evening
12088,2012-05-23,summer,2012,not holiday,3,weekend,moderate,28,267,295,Evening
12089,2012-05-23,summer,2012,not holiday,3,weekend,moderate,24,221,245,night
12090,2012-05-23,summer,2012,not holiday,3,weekend,moderate,23,136,159,night
12091,2012-05-23,summer,2012,not holiday,3,weekend,good,23,83,106,night
12092,2012-05-24,summer,2012,not holiday,4,weekend,good,7,49,56,night
12093,2012-05-24,summer,2012,not holiday,4,weekend,good,9,21,30,night
12094,2012-05-24,summer,2012,not holiday,4,weekend,good,1,15,16,night
12095,2012-05-24,summer,2012,not holiday,4,weekend,moderate,1,3,4,night
12096,2012-05-24,summer,2012,not holiday,4,weekend,moderate,0,5,5,night
12097,2012-05-24,summer,2012,not holiday,4,weekend,moderate,1,29,30,Morning
12098,2012-05-24,summer,2012,not holiday,4,weekend,moderate,10,146,156,Morning
12099,2012-05-24,summer,2012,not holiday,4,weekend,good,22,393,415,Morning
12100,2012-05-24,summer,2012,not holiday,4,weekend,good,33,659,692,Morning
12101,2012-05-24,summer,2012,not holiday,4,weekend,good,34,267,301,Morning
12102,2012-05-24,summer,2012,not holiday,4,weekend,good,47,138,185,Morning
12103,2012-05-24,summer,2012,not holiday,4,weekend,good,61,160,221,Morning
12104,2012-05-24,summer,2012,not holiday,4,weekend,good,76,213,289,Afternoon
12105,2012-05-24,summer,2012,not holiday,4,weekend,good,69,233,302,Afternoon
12106,2012-05-24,summer,2012,not holiday,4,weekend,good,72,180,252,Afternoon
12107,2012-05-24,summer,2012,not holiday,4,weekend,good,69,222,291,Afternoon
12108,2012-05-24,summer,2012,not holiday,4,weekend,good,61,329,390,Afternoon
12109,2012-05-24,summer,2012,not holiday,4,weekend,good,120,678,798,Evening
12110,2012-05-24,summer,2012,not holiday,4,weekend,good,118,634,752,Evening
12111,2012-05-24,summer,2012,not holiday,4,weekend,good,76,416,492,Evening
12112,2012-05-24,summer,2012,not holiday,4,weekend,moderate,55,343,398,Evening
12113,2012-05-24,summer,2012,not holiday,4,weekend,bad,48,237,285,night
12114,2012-05-24,summer,2012,not holiday,4,weekend,moderate,33,210,243,night
12115,2012-05-24,summer,2012,not holiday,4,weekend,moderate,36,131,167,night
12116,2012-05-25,summer,2012,not holiday,5,weekend,good,10,63,73,night
12117,2012-05-25,summer,2012,not holiday,5,weekend,good,8,34,42,night
12118,2012-05-25,summer,2012,not holiday,5,weekend,moderate,7,16,23,night
12119,2012-05-25,summer,2012,not holiday,5,weekend,moderate,8,6,14,night
12120,2012-05-25,summer,2012,not holiday,5,weekend,moderate,3,6,9,night
12121,2012-05-25,summer,2012,not holiday,5,weekend,moderate,2,28,30,Morning
12122,2012-05-25,summer,2012,not holiday,5,weekend,moderate,5,108,113,Morning
12123,2012-05-25,summer,2012,not holiday,5,weekend,moderate,7,352,359,Morning
12124,2012-05-25,summer,2012,not holiday,5,weekend,moderate,32,551,583,Morning
12125,2012-05-25,summer,2012,not holiday,5,weekend,moderate,52,288,340,Morning
12126,2012-05-25,summer,2012,not holiday,5,weekend,good,69,163,232,Morning
12127,2012-05-25,summer,2012,not holiday,5,weekend,good,90,193,283,Morning
12128,2012-05-25,summer,2012,not holiday,5,weekend,good,84,237,321,Afternoon
12129,2012-05-25,summer,2012,not holiday,5,weekend,good,86,247,333,Afternoon
12130,2012-05-25,summer,2012,not holiday,5,weekend,good,104,263,367,Afternoon
12131,2012-05-25,summer,2012,not holiday,5,weekend,good,106,360,466,Afternoon
12132,2012-05-25,summer,2012,not holiday,5,weekend,good,137,447,584,Afternoon
12133,2012-05-25,summer,2012,not holiday,5,weekend,good,124,529,653,Evening
12134,2012-05-25,summer,2012,not holiday,5,weekend,good,131,391,522,Evening
12135,2012-05-25,summer,2012,not holiday,5,weekend,good,111,293,404,Evening
12136,2012-05-25,summer,2012,not holiday,5,weekend,good,80,270,350,Evening
12137,2012-05-25,summer,2012,not holiday,5,weekend,good,62,193,255,night
12138,2012-05-25,summer,2012,not holiday,5,weekend,good,65,147,212,night
12139,2012-05-25,summer,2012,not holiday,5,weekend,good,34,132,166,night
12140,2012-05-26,summer,2012,not holiday,6,weekday,good,18,98,116,night
12141,2012-05-26,summer,2012,not holiday,6,weekday,good,18,64,82,night
12142,2012-05-26,summer,2012,not holiday,6,weekday,good,9,55,64,night
12143,2012-05-26,summer,2012,not holiday,6,weekday,good,9,22,31,night
12144,2012-05-26,summer,2012,not holiday,6,weekday,good,0,2,2,night
12145,2012-05-26,summer,2012,not holiday,6,weekday,good,0,10,10,Morning
12146,2012-05-26,summer,2012,not holiday,6,weekday,good,6,25,31,Morning
12147,2012-05-26,summer,2012,not holiday,6,weekday,moderate,10,44,54,Morning
12148,2012-05-26,summer,2012,not holiday,6,weekday,good,38,103,141,Morning
12149,2012-05-26,summer,2012,not holiday,6,weekday,good,97,192,289,Morning
12150,2012-05-26,summer,2012,not holiday,6,weekday,good,181,256,437,Morning
12151,2012-05-26,summer,2012,not holiday,6,weekday,good,208,312,520,Morning
12152,2012-05-26,summer,2012,not holiday,6,weekday,good,236,293,529,Afternoon
12153,2012-05-26,summer,2012,not holiday,6,weekday,good,265,274,539,Afternoon
12154,2012-05-26,summer,2012,not holiday,6,weekday,good,307,257,564,Afternoon
12155,2012-05-26,summer,2012,not holiday,6,weekday,good,274,239,513,Afternoon
12156,2012-05-26,summer,2012,not holiday,6,weekday,good,261,243,504,Afternoon
12157,2012-05-26,summer,2012,not holiday,6,weekday,moderate,235,227,462,Evening
12158,2012-05-26,summer,2012,not holiday,6,weekday,moderate,199,216,415,Evening
12159,2012-05-26,summer,2012,not holiday,6,weekday,moderate,159,214,373,Evening
12160,2012-05-26,summer,2012,not holiday,6,weekday,moderate,103,152,255,Evening
12161,2012-05-26,summer,2012,not holiday,6,weekday,moderate,100,151,251,night
12162,2012-05-26,summer,2012,not holiday,6,weekday,good,86,118,204,night
12163,2012-05-26,summer,2012,not holiday,6,weekday,good,36,114,150,night
12164,2012-05-27,summer,2012,not holiday,0,weekday,moderate,48,89,137,night
12165,2012-05-27,summer,2012,not holiday,0,weekday,good,17,61,78,night
12166,2012-05-27,summer,2012,not holiday,0,weekday,good,16,45,61,night
12167,2012-05-27,summer,2012,not holiday,0,weekday,good,11,25,36,night
12168,2012-05-27,summer,2012,not holiday,0,weekday,good,4,7,11,night
12169,2012-05-27,summer,2012,not holiday,0,weekday,good,2,5,7,Morning
12170,2012-05-27,summer,2012,not holiday,0,weekday,good,8,14,22,Morning
12171,2012-05-27,summer,2012,not holiday,0,weekday,good,22,30,52,Morning
12172,2012-05-27,summer,2012,not holiday,0,weekday,good,69,82,151,Morning
12173,2012-05-27,summer,2012,not holiday,0,weekday,good,130,140,270,Morning
12174,2012-05-27,summer,2012,not holiday,0,weekday,good,209,215,424,Morning
12175,2012-05-27,summer,2012,not holiday,0,weekday,good,268,251,519,Morning
12176,2012-05-27,summer,2012,not holiday,0,weekday,good,301,269,570,Afternoon
12177,2012-05-27,summer,2012,not holiday,0,weekday,good,270,228,498,Afternoon
12178,2012-05-27,summer,2012,not holiday,0,weekday,good,317,230,547,Afternoon
12179,2012-05-27,summer,2012,not holiday,0,weekday,good,290,245,535,Afternoon
12180,2012-05-27,summer,2012,not holiday,0,weekday,good,258,243,501,Afternoon
12181,2012-05-27,summer,2012,not holiday,0,weekday,good,275,247,522,Evening
12182,2012-05-27,summer,2012,not holiday,0,weekday,good,266,252,518,Evening
12183,2012-05-27,summer,2012,not holiday,0,weekday,good,230,212,442,Evening
12184,2012-05-27,summer,2012,not holiday,0,weekday,good,168,224,392,Evening
12185,2012-05-27,summer,2012,not holiday,0,weekday,bad,64,79,143,night
12186,2012-05-27,summer,2012,not holiday,0,weekday,bad,9,50,59,night
12187,2012-05-27,summer,2012,not holiday,0,weekday,bad,31,65,96,night
12188,2012-05-28,summer,2012,holiday,1,weekday,good,21,44,65,night
12189,2012-05-28,summer,2012,holiday,1,weekday,moderate,14,45,59,night
12190,2012-05-28,summer,2012,holiday,1,weekday,good,20,28,48,night
12191,2012-05-28,summer,2012,holiday,1,weekday,good,6,12,18,night
12192,2012-05-28,summer,2012,holiday,1,weekday,good,2,4,6,night
12193,2012-05-28,summer,2012,holiday,1,weekday,good,4,5,9,Morning
12194,2012-05-28,summer,2012,holiday,1,weekday,good,6,14,20,Morning
12195,2012-05-28,summer,2012,holiday,1,weekday,good,24,43,67,Morning
12196,2012-05-28,summer,2012,holiday,1,weekday,good,62,93,155,Morning
12197,2012-05-28,summer,2012,holiday,1,weekday,good,121,142,263,Morning
12198,2012-05-28,summer,2012,holiday,1,weekday,good,189,175,364,Morning
12199,2012-05-28,summer,2012,holiday,1,weekday,good,254,222,476,Morning
12200,2012-05-28,summer,2012,holiday,1,weekday,good,233,292,525,Afternoon
12201,2012-05-28,summer,2012,holiday,1,weekday,good,272,284,556,Afternoon
12202,2012-05-28,summer,2012,holiday,1,weekday,good,238,227,465,Afternoon
12203,2012-05-28,summer,2012,holiday,1,weekday,good,181,279,460,Afternoon
12204,2012-05-28,summer,2012,holiday,1,weekday,good,223,278,501,Afternoon
12205,2012-05-28,summer,2012,holiday,1,weekday,good,158,247,405,Evening
12206,2012-05-28,summer,2012,holiday,1,weekday,good,132,251,383,Evening
12207,2012-05-28,summer,2012,holiday,1,weekday,good,148,247,395,Evening
12208,2012-05-28,summer,2012,holiday,1,weekday,good,114,203,317,Evening
12209,2012-05-28,summer,2012,holiday,1,weekday,good,66,181,247,night
12210,2012-05-28,summer,2012,holiday,1,weekday,good,47,110,157,night
12211,2012-05-28,summer,2012,holiday,1,weekday,good,22,60,82,night
12212,2012-05-29,summer,2012,not holiday,2,weekend,good,12,33,45,night
12213,2012-05-29,summer,2012,not holiday,2,weekend,good,1,13,14,night
12214,2012-05-29,summer,2012,not holiday,2,weekend,good,0,8,8,night
12215,2012-05-29,summer,2012,not holiday,2,weekend,good,1,2,3,night
12216,2012-05-29,summer,2012,not holiday,2,weekend,good,0,5,5,night
12217,2012-05-29,summer,2012,not holiday,2,weekend,good,1,32,33,Morning
12218,2012-05-29,summer,2012,not holiday,2,weekend,good,9,145,154,Morning
12219,2012-05-29,summer,2012,not holiday,2,weekend,good,19,431,450,Morning
12220,2012-05-29,summer,2012,not holiday,2,weekend,good,46,588,634,Morning
12221,2012-05-29,summer,2012,not holiday,2,weekend,good,26,231,257,Morning
12222,2012-05-29,summer,2012,not holiday,2,weekend,good,67,116,183,Morning
12223,2012-05-29,summer,2012,not holiday,2,weekend,good,50,147,197,Morning
12224,2012-05-29,summer,2012,not holiday,2,weekend,good,56,181,237,Afternoon
12225,2012-05-29,summer,2012,not holiday,2,weekend,good,63,176,239,Afternoon
12226,2012-05-29,summer,2012,not holiday,2,weekend,good,80,158,238,Afternoon
12227,2012-05-29,summer,2012,not holiday,2,weekend,good,71,185,256,Afternoon
12228,2012-05-29,summer,2012,not holiday,2,weekend,good,73,320,393,Afternoon
12229,2012-05-29,summer,2012,not holiday,2,weekend,good,107,674,781,Evening
12230,2012-05-29,summer,2012,not holiday,2,weekend,good,78,632,710,Evening
12231,2012-05-29,summer,2012,not holiday,2,weekend,good,69,457,526,Evening
12232,2012-05-29,summer,2012,not holiday,2,weekend,bad,36,168,204,Evening
12233,2012-05-29,summer,2012,not holiday,2,weekend,bad,3,68,71,night
12234,2012-05-29,summer,2012,not holiday,2,weekend,moderate,2,53,55,night
12235,2012-05-29,summer,2012,not holiday,2,weekend,bad,10,40,50,night
12236,2012-05-30,summer,2012,not holiday,3,weekend,bad,4,32,36,night
12237,2012-05-30,summer,2012,not holiday,3,weekend,bad,0,4,4,night
12238,2012-05-30,summer,2012,not holiday,3,weekend,bad,1,4,5,night
12239,2012-05-30,summer,2012,not holiday,3,weekend,bad,0,5,5,night
12240,2012-05-30,summer,2012,not holiday,3,weekend,moderate,0,6,6,night
12241,2012-05-30,summer,2012,not holiday,3,weekend,moderate,1,40,41,Morning
12242,2012-05-30,summer,2012,not holiday,3,weekend,moderate,5,139,144,Morning
12243,2012-05-30,summer,2012,not holiday,3,weekend,bad,14,469,483,Morning
12244,2012-05-30,summer,2012,not holiday,3,weekend,moderate,29,642,671,Morning
12245,2012-05-30,summer,2012,not holiday,3,weekend,moderate,23,282,305,Morning
12246,2012-05-30,summer,2012,not holiday,3,weekend,moderate,39,138,177,Morning
12247,2012-05-30,summer,2012,not holiday,3,weekend,moderate,53,155,208,Morning
12248,2012-05-30,summer,2012,not holiday,3,weekend,good,33,220,253,Afternoon
12249,2012-05-30,summer,2012,not holiday,3,weekend,good,53,236,289,Afternoon
12250,2012-05-30,summer,2012,not holiday,3,weekend,good,44,208,252,Afternoon
12251,2012-05-30,summer,2012,not holiday,3,weekend,good,54,221,275,Afternoon
12252,2012-05-30,summer,2012,not holiday,3,weekend,good,46,352,398,Afternoon
12253,2012-05-30,summer,2012,not holiday,3,weekend,good,83,756,839,Evening
12254,2012-05-30,summer,2012,not holiday,3,weekend,good,50,746,796,Evening
12255,2012-05-30,summer,2012,not holiday,3,weekend,good,50,506,556,Evening
12256,2012-05-30,summer,2012,not holiday,3,weekend,moderate,57,374,431,Evening
12257,2012-05-30,summer,2012,not holiday,3,weekend,good,41,263,304,night
12258,2012-05-30,summer,2012,not holiday,3,weekend,good,26,191,217,night
12259,2012-05-30,summer,2012,not holiday,3,weekend,good,39,121,160,night
12260,2012-05-31,summer,2012,not holiday,4,weekend,good,13,48,61,night
12261,2012-05-31,summer,2012,not holiday,4,weekend,good,4,22,26,night
12262,2012-05-31,summer,2012,not holiday,4,weekend,good,6,8,14,night
12263,2012-05-31,summer,2012,not holiday,4,weekend,good,0,8,8,night
12264,2012-05-31,summer,2012,not holiday,4,weekend,good,0,8,8,night
12265,2012-05-31,summer,2012,not holiday,4,weekend,good,1,32,33,Morning
12266,2012-05-31,summer,2012,not holiday,4,weekend,good,7,171,178,Morning
12267,2012-05-31,summer,2012,not holiday,4,weekend,good,18,489,507,Morning
12268,2012-05-31,summer,2012,not holiday,4,weekend,good,18,675,693,Morning
12269,2012-05-31,summer,2012,not holiday,4,weekend,good,47,264,311,Morning
12270,2012-05-31,summer,2012,not holiday,4,weekend,good,65,155,220,Morning
12271,2012-05-31,summer,2012,not holiday,4,weekend,good,65,153,218,Morning
12272,2012-05-31,summer,2012,not holiday,4,weekend,good,62,230,292,Afternoon
12273,2012-05-31,summer,2012,not holiday,4,weekend,good,77,216,293,Afternoon
12274,2012-05-31,summer,2012,not holiday,4,weekend,good,61,193,254,Afternoon
12275,2012-05-31,summer,2012,not holiday,4,weekend,good,81,209,290,Afternoon
12276,2012-05-31,summer,2012,not holiday,4,weekend,good,103,384,487,Afternoon
12277,2012-05-31,summer,2012,not holiday,4,weekend,good,85,742,827,Evening
12278,2012-05-31,summer,2012,not holiday,4,weekend,good,85,700,785,Evening
12279,2012-05-31,summer,2012,not holiday,4,weekend,good,104,487,591,Evening
12280,2012-05-31,summer,2012,not holiday,4,weekend,good,88,391,479,Evening
12281,2012-05-31,summer,2012,not holiday,4,weekend,good,41,318,359,night
12282,2012-05-31,summer,2012,not holiday,4,weekend,good,43,221,264,night
12283,2012-05-31,summer,2012,not holiday,4,weekend,good,26,114,140,night
12284,2012-06-01,summer,2012,not holiday,5,weekend,good,10,76,86,night
12285,2012-06-01,summer,2012,not holiday,5,weekend,good,0,34,34,night
12286,2012-06-01,summer,2012,not holiday,5,weekend,good,3,13,16,night
12287,2012-06-01,summer,2012,not holiday,5,weekend,moderate,0,4,4,night
12288,2012-06-01,summer,2012,not holiday,5,weekend,moderate,1,5,6,night
12289,2012-06-01,summer,2012,not holiday,5,weekend,moderate,4,41,45,Morning
12290,2012-06-01,summer,2012,not holiday,5,weekend,bad,5,136,141,Morning
12291,2012-06-01,summer,2012,not holiday,5,weekend,moderate,33,369,402,Morning
12292,2012-06-01,summer,2012,not holiday,5,weekend,moderate,19,675,694,Morning
12293,2012-06-01,summer,2012,not holiday,5,weekend,moderate,24,274,298,Morning
12294,2012-06-01,summer,2012,not holiday,5,weekend,moderate,49,155,204,Morning
12295,2012-06-01,summer,2012,not holiday,5,weekend,moderate,42,193,235,Morning
12296,2012-06-01,summer,2012,not holiday,5,weekend,moderate,72,238,310,Afternoon
12297,2012-06-01,summer,2012,not holiday,5,weekend,good,76,240,316,Afternoon
12298,2012-06-01,summer,2012,not holiday,5,weekend,bad,55,199,254,Afternoon
12299,2012-06-01,summer,2012,not holiday,5,weekend,bad,45,213,258,Afternoon
12300,2012-06-01,summer,2012,not holiday,5,weekend,bad,36,186,222,Afternoon
12301,2012-06-01,summer,2012,not holiday,5,weekend,bad,25,202,227,Evening
12302,2012-06-01,summer,2012,not holiday,5,weekend,bad,10,100,110,Evening
12303,2012-06-01,summer,2012,not holiday,5,weekend,bad,4,41,45,Evening
12304,2012-06-01,summer,2012,not holiday,5,weekend,bad,1,38,39,Evening
12305,2012-06-01,summer,2012,not holiday,5,weekend,bad,12,73,85,night
12306,2012-06-01,summer,2012,not holiday,5,weekend,bad,1,22,23,night
12307,2012-06-01,summer,2012,not holiday,5,weekend,bad,6,67,73,night
12308,2012-06-02,summer,2012,not holiday,6,weekday,moderate,5,81,86,night
12309,2012-06-02,summer,2012,not holiday,6,weekday,moderate,15,61,76,night
12310,2012-06-02,summer,2012,not holiday,6,weekday,moderate,3,38,41,night
12311,2012-06-02,summer,2012,not holiday,6,weekday,good,8,18,26,night
12312,2012-06-02,summer,2012,not holiday,6,weekday,good,2,11,13,night
12313,2012-06-02,summer,2012,not holiday,6,weekday,good,1,11,12,Morning
12314,2012-06-02,summer,2012,not holiday,6,weekday,moderate,5,31,36,Morning
12315,2012-06-02,summer,2012,not holiday,6,weekday,good,9,77,86,Morning
12316,2012-06-02,summer,2012,not holiday,6,weekday,good,30,180,210,Morning
12317,2012-06-02,summer,2012,not holiday,6,weekday,good,89,243,332,Morning
12318,2012-06-02,summer,2012,not holiday,6,weekday,good,145,348,493,Morning
12319,2012-06-02,summer,2012,not holiday,6,weekday,good,179,357,536,Morning
12320,2012-06-02,summer,2012,not holiday,6,weekday,good,250,418,668,Afternoon
12321,2012-06-02,summer,2012,not holiday,6,weekday,good,279,400,679,Afternoon
12322,2012-06-02,summer,2012,not holiday,6,weekday,good,259,388,647,Afternoon
12323,2012-06-02,summer,2012,not holiday,6,weekday,good,297,405,702,Afternoon
12324,2012-06-02,summer,2012,not holiday,6,weekday,good,275,369,644,Afternoon
12325,2012-06-02,summer,2012,not holiday,6,weekday,good,248,338,586,Evening
12326,2012-06-02,summer,2012,not holiday,6,weekday,good,171,341,512,Evening
12327,2012-06-02,summer,2012,not holiday,6,weekday,good,185,369,554,Evening
12328,2012-06-02,summer,2012,not holiday,6,weekday,good,139,260,399,Evening
